Código do Pedido;Cidade do destino;UF do destino;Código do serviço;Valor;Prazo Final
0012406348577;Belo Horizonte;MG;GFL;9.95;3
0012406790872;Vitória da Conquista;BA;JET;16.27;9
0012406011198;Ponta Grossa;PR;JET;9.97;5
0012406408848;São Paulo;SP;S2C;8.97;3
0012406689283;São Bernardo do Campo;SP;JET;9.95;4
0012406099248;Maricá;RJ;JET;12.8;7
0012406117923;Campos dos Goytacazes;RJ;GFL;14.83;4
0012406850992;Rio de Janeiro;RJ;JET;10.3;4
0012406158658;Guarulhos;SP;GFL;14.81;2
0012406729442;Brasília;DF;JET;12.08;5
0012406885027;Brasília;DF;JET;12.08;5
0012406820367;Niterói;RJ;JET;10.67;5
0012406388945;Vila Velha;ES;JET;9.43;6
0012406771809;Itaperuna;RJ;JET;11.06;6
0012406229567;Mesquita;RJ;GFL;12.75;4
0012406218921;Jundiaí;SP;GFL;12.7;2
0012406306787;Santa Cruz do Sul;RS;GFL;15.49;18
0012406353696;São Paulo;SP;S2C;10.06;2
0012406622869;Barra Velha;SC;RSU;11.51;5
0012406439903;Vidal Ramos;SC;RSU;10.54;4
0012406905949;Caieiras;SP;JET;10.83;4
0012406270293;Camocim;CE;JET;18.14;15
0012406639640;Lavras;MG;GFL;10.9;8
0012406183515;Cuiabá;MT;JET;12.53;8
0012406107954;Rio de Janeiro;RJ;JET;10.3;4
0012406178451;Maringá;PR;JET;9.07;5
0042406135477;Jaú;SP;JET;10.01;6
0012406897869;Cametá;PA;GFL;21.57;17
0012406602968;Belo Horizonte;MG;GFL;9.9;3
0012406050198;Cordeiro;RJ;GFL;12.3;5
0012406554538;Belo Horizonte;MG;JET;10.65;4
0012406013363;Ceará-Mirim;RN;JET;16.44;13
0012406506507;Brasília;DF;JET;11.52;5
0012406075827;Três Pontas;MG;JET;11.95;7
0012406680636;Serra;ES;JET;10.52;7
0012406088921;Manaus;AM;JET;30.93;12
0012406156379;Tabatinga;SP;GFL;13.03;2
0012406132256;Serra;ES;JET;12.33;7
0012406686720;Bragança Paulista;SP;GFL;13.85;2
0012406673687;Cruz das Almas;BA;JET;15.1;9
0012406966737;Guarulhos;SP;GFL;10.53;2
0012406659454;Chapecó;SC;JET;9.95;4
0012406690888;Recife;PE;JET;14.9;7
0012406433029;Itaguaí;RJ;GFL;12.3;4
0012406080059;Rio de Janeiro;RJ;JET;10.79;4
0012406198888;Belo Horizonte;MG;GFL;9.95;3
0012406700345;Lauro de Freitas;BA;JET;15.16;9
0012406508956;Recife;PE;JET;20.94;7
0012406991155;Jaíba;MG;JET;14.36;10
0012406631105;Tuntum;MA;JET;17.25;15
0012406920328;Bauru;SP;JET;11.02;5
0012406945759;Paracambi;RJ;JET;11.45;7
0012406416980;Cuiabá;MT;JET;13.24;8
0012406955482;São Paulo;SP;JET;9.61;3
0012406533576;São Francisco do Conde;BA;JET;15.18;9
0012406131473;Uberlândia;MG;JET;10.83;7
0012406030718;Camaçari;BA;JET;14.74;8
0012406713660;Belém;PA;JET;16.38;13
0012406883200;Caieiras;SP;JET;10.83;4
0012406349750;Pelotas;RS;GFL;14.75;17
0012406554512;São José;SC;GFL;10.23;4
0012406120415;São Paulo;SP;S2C;8.97;2
0012406023237;Nova Lacerda;MT;JET;16.32;22
0012406901492;Maricá;RJ;JET;12.8;7
0012406294052;Campos dos Goytacazes;RJ;GFL;16.28;4
0012406307069;Maringá;PR;JET;9.07;5
0012406748719;Jaguariúna;SP;GFL;11;2
0012406234436;Blumenau;SC;JET;9.59;2
0012406569811;Madre de Deus;BA;JET;15.18;9
0012406195334;Jacareí;SP;JET;10.18;5
0012406414854;Campos dos Goytacazes;RJ;JET;10.86;6
0012406368660;Crato;CE;JET;19.95;15
0032406009863;Belo Horizonte;MG;GFL;12.88;3
0012406495162;Brasília;DF;JET;12.42;5
0012406118920;Jaboatão dos Guararapes;PE;JET;15.32;8
0012406283096;Salvador;BA;JET;13.19;7
0012406495784;São Roque;SP;JET;10.52;5
0012406229613;Feira de Santana;BA;JET;15.09;7
0012406741092;São Luís;MA;JET;15.75;11
0012406707156;Maringá;PR;JET;9.07;5
0012406099181;Andradina;SP;GFL;11.01;2
0012406635358;Itabaiana;SE;JET;15.94;11
0012406654692;Brasília;DF;JET;12.84;5
0012406100375;Belford Roxo;RJ;JET;11.37;8
0012406324661;São José;SC;GFL;10.23;4
0012406428445;Feira de Santana;BA;JET;15.35;7
0012406515320;Nerópolis;GO;JET;14.24;9
0012406991341;Franca;SP;GFL;11;2
0012406607919;Paulínia;SP;GFL;11.92;2
0012406215339;Rio Verde;GO;JET;12.43;18
0012406833914;São Mateus;ES;JET;10.27;9
0012406275967;Maricá;RJ;GFL;11.19;5
0012406554817;Bebedouro;SP;JET;11.35;6
0012406983997;Itajaí;SC;GFL;10.23;5
0012406747959;Santa Isabel;SP;JET;10.52;5
0012406450160;São Paulo;SP;S2C;10.16;2
0012406978432;Sorriso;MT;JET;16.15;12
0012406637671;Rio de Janeiro;RJ;JET;10.46;4
0012406667321;Rio de Janeiro;RJ;JET;10.28;4
0012406366417;Fortaleza;CE;JET;14.5;9
0012406622699;Manhuaçu;MG;GFL;11.44;5
0012406790811;Campinas;SP;JET;10.61;3
0012406652529;Rio de Janeiro;RJ;GFL;9.52;3
0012406854656;Curitiba;PR;JET;8.61;3
0012406191082;Além Paraíba;MG;GFL;10.04;7
0012406460163;João Pinheiro;MG;JET;14.35;8
0012406079569;Tupi Paulista;SP;GFL;10.16;2
0012406911801;Vitória;ES;JET;8.75;6
0012406260979;São José;SC;GFL;9.3;4
0012406079606;Coremas;PB;JET;16.96;14
0012406509893;Recife;PE;JET;19.98;7
0012406464642;Porto Velho;RO;JET;18.87;13
0012406968817;Sacramento;MG;GFL;13.81;6
0012406593805;Jardim Alegre;PR;RSU;10.36;5
0012406133289;Macaé;RJ;GFL;14.83;7
0012406012198;Manaus;AM;JET;21.57;12
0012406521376;Itaperuna;RJ;JET;11.06;6
0012406126358;Belém;PA;JET;17.04;13
0012406297400;Bauru;SP;JET;9.95;5
0012406883860;Serra;ES;JET;9.84;7
0012406514480;Rio Bonito do Iguaçu;PR;RSU;10.38;5
0012406368567;Belo Horizonte;MG;GFL;11.2;3
0012406289112;Rio de Janeiro;RJ;JET;10.77;4
0012406145790;Bela Vista;MS;JET;16.45;14
0012406792399;Cametá;PA;GFL;21.57;17
0012406165872;Franca;SP;JET;10.01;5
0012406595549;Coronel Fabriciano;MG;GFL;11.3;5
0042406026493;Bragança Paulista;SP;JET;10.01;5
0012406731627;Brasília;DF;JET;12.42;5
0012406110928;Rio de Janeiro;RJ;JET;10.77;5
0012406346647;Palmas;TO;JET;19.43;9
0012406438535;São Paulo;SP;JET;9.92;4
0012406036589;Lidianópolis;PR;RSU;10.31;5
0012406982910;Vitória da Conquista;BA;JET;15.09;9
0012406406975;Nova Resende;MG;GFL;11.47;11
0012406274437;Porteirinha;MG;JET;11.71;10
0012406256068;Rio de Janeiro;RJ;GFL;10.08;3
0012406136582;Grajaú;MA;JET;17.25;17
0012406500451;São Paulo;SP;JET;9.92;3
0012406750287;Fortaleza;CE;JET;14.85;9
0012406144280;Marília;SP;JET;10.02;5
0012406304090;Itaguaí;RJ;GFL;10.71;4
0012406277153;Campo Grande;MS;JET;13.2;10
0012406524210;Santana de Parnaíba;SP;GFL;11.34;2
0012406640926;Rio de Janeiro;RJ;GFL;11.62;3
0012406814614;Rondonópolis;MT;JET;15.5;10
0012406081819;Brasília;DF;GFL;15.23;5
0012406982501;Franca;SP;GFL;11.12;2
0012406000528;Passo Fundo;RS;JET;12.55;4
0012406738313;Maricá;RJ;GFL;11.85;5
0012406158873;Teófilo Otoni;MG;JET;11.98;7
0012406510044;Viamão;RS;JET;12.03;4
0012406929467;Rio de Janeiro;RJ;JET;10.48;4
0012406209630;Herval D'Oeste;SC;RSU;10.54;5
0012406372072;Rio de Janeiro;RJ;GFL;10.41;3
0012406911682;São Lourenço do Sul;RS;GFL;10.54;21
0012406087168;Belém;PA;JET;16.59;13
0012406580425;Itapeva;SP;JET;10.47;5
0012406546746;Brasília;DF;JET;12.13;5
0012406756084;São Paulo;SP;S2C;11.97;2
0012406163191;Belo Horizonte;MG;GFL;9.77;3
0012406253812;Limeira;SP;JET;10.02;5
0012406623184;Rio das Ostras;RJ;GFL;11.16;6
0012406960925;Paracatu;MG;JET;12.51;8
0012406931308;Macaé;RJ;JET;12.01;6
0012406862952;Votorantim;SP;GFL;11.14;5
0012406623735;Brasília;DF;JET;12.42;5
0012406109476;Porto Velho;RO;JET;18.87;13
0012406571766;Osasco;SP;JET;9.81;3
0012406563161;São Paulo;SP;S2C;8.98;2
0012406488493;Rio de Janeiro;RJ;JET;13.67;4
0012406028294;Juiz de Fora;MG;JET;12.18;6
0012406932797;Niterói;RJ;JET;11.16;5
0012406634061;Maceió;AL;JET;14.75;8
0012406477175;Taboão da Serra;SP;GFL;10.52;2
0012406675667;Vitória;ES;JET;10.69;6
0012406953062;Piracicaba;SP;JET;9.45;5
0012406691134;São Paulo;SP;JET;9.77;4
0012406892835;Belo Horizonte;MG;GFL;12.61;3
0012406127287;Osasco;SP;JET;9.95;3
0012406127594;Aracaju;SE;JET;14.87;8
0012406908211;São Paulo;SP;S2C;11.73;2
0012406542005;São José;SC;GFL;10.23;4
0012406294058;Guarulhos;SP;JET;9.95;3
0012406790324;Camboriú;SC;GFL;10.23;6
0012406869316;Rio das Ostras;RJ;GFL;11.76;6
0012406864376;Santo André;SP;GFL;11.05;2
0012406902386;Curitiba;PR;RSU;9.78;4
0012406072090;Uberlândia;MG;GFL;13.51;4
0012406872125;Belo Horizonte;MG;GFL;12.34;3
0012406412975;Conselheiro Lafaiete;MG;GFL;13.57;5
0012406251704;Magé;RJ;JET;14.36;7
0012406799699;Fortaleza;CE;JET;16.63;9
0012406280715;Rio de Janeiro;RJ;GFL;11.01;3
0012406741393;Volta Redonda;RJ;GFL;15.58;6
0012406175525;Cotia;SP;JET;10.18;4
0012406958476;Pedras de Fogo;PB;JET;22.73;13
0012406648919;Além Paraíba;MG;GFL;12.72;7
0012406205100;Araras;SP;GFL;11.03;2
0012406282361;Rio de Janeiro;RJ;JET;10.77;5
0012406209627;Aparecida de Goiânia;GO;JET;12.15;7
0012406358539;Santa Luzia;MA;JET;17.48;16
0012406038504;Aparecida de Goiânia;GO;JET;11.66;6
0012406351805;Brasília;DF;JET;12.55;5
0012406086436;Ribeirão das Neves;MG;GFL;12.34;5
0012406708856;Campos dos Goytacazes;RJ;JET;11.36;6
0012406576888;São Luís;MA;JET;17.12;12
0012406208581;Cordeiro;RJ;GFL;11.52;5
0012406255850;Ibiporã;PR;GFL;9.82;7
0042406450632;Teófilo Otoni;MG;JET;13.03;7
0012406600438;Ubá;MG;GFL;13.53;7
0012406538122;Suzano;SP;GFL;11.92;2
0012406331645;Valença;RJ;JET;13.2;7
0012406061939;São Paulo;SP;GFL;12.58;2
0012406326359;Cravinhos;SP;GFL;10.58;2
0012406801994;Cachoeirinha;RS;JET;13.07;5
0012406865618;Vitória;ES;JET;9.31;6
0012406506148;Itaúna;MG;GFL;11.44;8
0012406450807;Belo Horizonte;MG;JET;10.65;5
0012406261484;Buenos Aires;PE;JET;18.54;10
0012406942666;Belford Roxo;RJ;JET;11.37;7
0012406578097;Sumaré;SP;JET;10.28;5
0012406230567;Brasília;DF;JET;11.8;5
0012406993897;Chapecó;SC;JET;11.06;4
0012406691575;São Paulo;SP;GFL;11.64;2
0012406886886;Campo Grande;MS;JET;15.44;10
0012406768503;São Paulo;SP;JET;9.92;3
0012406230104;Rio de Janeiro;RJ;JET;22.09;4
0012406856448;Itapecerica da Serra;SP;JET;14.31;5
0012406441722;Praia Grande;SP;JET;10;5
0012406222460;Ferraz de Vasconcelos;SP;GFL;10.53;2
0012406832030;Santo André;SP;GFL;11.66;2
0012406274464;São Paulo;SP;JET;9.92;3
0012406867720;Cidade Gaúcha;PR;RSU;10.31;5
0012406967208;Rio de Janeiro;RJ;GFL;10.74;3
0012406539420;Campos dos Goytacazes;RJ;JET;11.37;6
0012406679582;João Pessoa;PB;JET;20.94;9
0012406279750;Barra Velha;SC;RSU;11.13;5
0012406893470;Ouro Verde de Goiás;GO;JET;14.68;11
0012406860235;Estância;SE;JET;16.31;11
0012406821064;Vitória;ES;JET;9.6;6
0012406875814;Monsenhor Paulo;MG;GFL;12.28;11
0012406077179;Cotia;SP;JET;10.18;4
0012406803793;Brasília;DF;JET;12.42;5
0012406217081;Sumaré;SP;GFL;12.32;2
0012406470744;Palhoça;SC;GFL;10.23;4
0012406165584;Franca;SP;JET;10.18;5
0012406704147;Rio de Janeiro;RJ;JET;10.77;5
0012406479756;Belo Horizonte;MG;JET;10.49;5
0012406291989;Novo Hamburgo;RS;JET;9.76;4
0012406592194;São José do Rio Preto;SP;JET;9.11;5
0012406801246;Belém;PA;JET;16.07;13
0012406884696;Joanópolis;SP;GFL;10.95;4
0012406204843;Recife;PE;JET;15.27;7
0012406880154;Cotia;SP;GFL;10.57;2
0012406614351;Brasília;DF;JET;12.14;5
0012406790382;Ilha Comprida;SP;JET;11.29;8
0012406317485;Blumenau;SC;JET;9.39;2
0012406787062;São Paulo;SP;JET;9.65;4
0012406814995;Belo Horizonte;MG;JET;10.35;4
0012406556351;Mirassol;SP;JET;10.89;6
0012406913913;Taboão da Serra;SP;JET;10.18;4
0012406129229;Rio das Ostras;RJ;GFL;11.76;6
0012406017516;Itaquaquecetuba;SP;JET;10.18;4
0012406185748;Seropédica;RJ;GFL;11.35;4
0012406174852;Santos;SP;JET;9.58;4
0012406767552;Rio Claro;SP;JET;9.92;5
0012406276459;Angra dos Reis;RJ;JET;11.37;6
0012406827079;Poção;PE;JET;16.59;22
0012406533727;São Carlos;SP;JET;10.18;5
0012406370906;Barreiras;BA;JET;14.97;10
0012406507467;Várzea Grande;MT;JET;15.89;8
0012406400899;São José;SC;RSU;11.13;4
0012406692698;Londrina;PR;JET;9.4;5
0012406064878;Rio Verde;GO;JET;12.67;18
0012406059101;Novo Gama;GO;GFL;13.49;6
0012406842528;Juazeiro do Norte;CE;JET;18.39;14
0012406794009;São Paulo;SP;JET;9.92;3
0012406053139;Betim;MG;GFL;11.57;4
0012406667861;Guanhães;MG;JET;14.41;8
0012406439329;Wagner;BA;JET;15.66;10
0012406809344;Baixo Guandu;ES;JET;11.59;9
0012406200346;Santa Teresinha;BA;JET;15.41;10
0012406884067;Recife;PE;JET;15.27;7
0012406024087;Guarulhos;SP;GFL;11.56;2
0012406892155;Quixadá;CE;JET;18.15;13
0012406463433;Bombinhas;SC;GFL;10.23;6
0012406209674;São Paulo;SP;S2C;10.16;3
0012406635097;Glória de Dourados;MS;JET;16.68;22
0012406134584;Aparecida de Goiânia;GO;JET;13.27;6
0012406948210;Brasília;DF;JET;12.42;5
0012406939195;Vilhena;RO;JET;23.95;18
0012406668498;Serra;ES;JET;9.72;7
0012406035202;Blumenau;SC;JET;9.59;2
0012406092360;Presidente Prudente;SP;JET;10.01;5
0012406958659;Brasília;DF;JET;12.63;5
0012406152212;Goiânia;GO;JET;11.58;6
0012406380963;Curitiba;PR;JET;9.35;3
0012406568331;Louveira;SP;GFL;10.57;2
0012406350301;Prado;BA;JET;16.44;10
0012406865288;São Bernardo do Campo;SP;JET;10.53;3
0012406589386;Rio de Janeiro;RJ;GFL;10.74;3
0012406942130;Lagoa Santa;MG;GFL;10.67;5
0012406933212;Alegre;ES;JET;11.59;8
0012406431909;São Paulo;SP;JET;9.92;3
0012406361788;Belo Horizonte;MG;JET;10.65;5
0012406521624;Carmo;RJ;GFL;13.78;5
0012406836443;São Paulo;SP;JET;9.92;3
0012406723361;Goiânia;GO;JET;11.58;6
0012406999222;Belo Horizonte;MG;JET;10.55;5
0012406043610;Araçuaí;MG;JET;14.08;9
0012406639671;Colatina;ES;JET;10.56;8
0012406238212;Jaguaruna;SC;RSU;10.63;5
0012406763386;Seropédica;RJ;GFL;11.35;4
0012406628041;Mesquita;RJ;GFL;11.76;4
0012406852110;Arcoverde;PE;JET;17.47;11
0012406576279;Fortaleza;CE;JET;14.73;9
0012406041341;Rio de Janeiro;RJ;JET;10.77;4
0012406319605;Goiânia;GO;JET;11.58;6
0012406551394;Juiz de Fora;MG;GFL;14.52;6
0012406201932;Praia Grande;SP;JET;10.18;5
0012406267473;São Paulo;SP;JET;9.92;4
0012406570735;Euclides da Cunha;BA;JET;15.41;9
0012406834243;Almenara;MG;JET;12.17;9
0012406605704;Canoas;RS;S2C;14.92;7
0012406609597;Primavera;SP;GFL;12.46;3
0012406788532;São Paulo;SP;GFL;11.64;2
0012406618609;Diamantina;MG;JET;14.42;8
0012406436672;Volta Redonda;RJ;JET;11.83;6
0012406375433;Juiz de Fora;MG;JET;11.14;6
0012406799910;Magé;RJ;JET;11.37;7
0012406242036;São Paulo;SP;S2C;10.09;3
0012406716210;Campos dos Goytacazes;RJ;GFL;14.82;4
0012406024336;Chapecó;SC;RSU;11.17;5
0012406325358;Carapicuíba;SP;JET;10.18;4
0012406683216;Vitória da Conquista;BA;JET;15.09;9
0012406768595;Gravatá;PE;JET;17.47;12
0012406127387;Assis;SP;GFL;10.9;2
0012406017471;Resende;RJ;GFL;11.76;6
0012406615210;Manaus;AM;JET;54.69;12
0012406906923;Gravataí;RS;JET;11.75;4
0012406533190;São Paulo;SP;GFL;13.55;2
0012406145193;Mantenópolis;ES;JET;11.84;9
0012406692522;Volta Redonda;RJ;JET;14.63;6
0012406190051;Contagem;MG;GFL;11.98;5
0012406297043;Santa Maria;RN;JET;33.03;14
0012406777968;Brasília;DF;GFL;14.97;5
0012406760669;Macapá;AP;JET;21.01;14
0012406204501;Brasília;DF;GFL;15.01;4
0012406359205;Mogi Mirim;SP;GFL;11.28;2
0012406679434;Maricá;RJ;JET;12.06;7
0012406384871;Barueri;SP;JET;10.18;3
0012406380100;Santo André;SP;GFL;11.66;2
0012406141019;Belo Horizonte;MG;JET;10.65;5
0012406420258;Cidade Ocidental;GO;GFL;15.38;6
0012406352782;Vila Velha;ES;JET;9.72;6
0012406787446;Moreno;PE;JET;16.6;8
0012406428406;Suzano;SP;JET;10.18;5
0012406335922;Campinas;SP;JET;9.95;3
0012406092996;Arcos;MG;JET;12.17;8
0012406041925;Carapicuíba;SP;JET;10.18;4
0012406530588;Nova Resende;MG;GFL;12.6;11
0012406998932;Taubaté;SP;JET;10.18;5
0012406672140;Mauá;SP;JET;9.95;3
0012406519661;Brasília;DF;GFL;15.88;5
0012406981217;Bauru;SP;GFL;13.49;2
0012406755848;Anápolis;GO;JET;13.6;9
0012406298868;Varginha;MG;GFL;11.3;7
0012406158626;Araraquara;SP;JET;10.18;5
0012406859918;Brasília;DF;JET;12.42;5
0012406619489;Itabira;MG;GFL;11.3;5
0012406192548;Nerópolis;GO;JET;14.68;9
0012406972287;Sapiranga;RS;JET;14.71;5
0012406003682;Petrópolis;RJ;JET;11.37;6
0012406148966;Vargem Grande Paulista;SP;S2C;10.86;6
0012406605600;Guarulhos;SP;JET;9.95;3
0012406159687;Betim;MG;GFL;10.67;4
0012406686417;Brasília;DF;JET;12.42;5
0012406778720;Diadema;SP;JET;10.18;4
0012406419866;Guaíra;PR;RSU;10.31;5
0012406027868;Rio de Janeiro;RJ;GFL;10.74;3
0012406080757;Ribeirão das Neves;MG;GFL;10.67;5
0012406929788;Maricá;RJ;GFL;15.15;5
0012406576465;Rio de Janeiro;RJ;JET;12.11;4
0012406532021;Lago da Pedra;MA;JET;18.82;15
0012406511747;Costa Rica;MS;JET;16.68;14
0012406686942;São Paulo;SP;JET;9.92;3
0012406726419;Belo Horizonte;MG;JET;10.65;5
0012406959299;Mogi das Cruzes;SP;JET;10.18;5
0012406822734;Porto Alegre;RS;JET;10.34;4
0012406183643;Ubatuba;SP;JET;10.58;6
0012406754428;Belo Horizonte;MG;JET;10.65;4
0012406082930;São Mateus;ES;JET;10.56;9
0012406365019;Uberlândia;MG;GFL;14.52;4
0012406297008;Rio de Janeiro;RJ;GFL;15.34;3
0012406060304;Campo Grande;MS;JET;12.06;10
0012406327955;Rio de Janeiro;RJ;GFL;12.63;3
0012406716022;Brasília;DF;GFL;14.55;4
0012406851785;São Francisco de Paula;RS;JET;15.82;5
0012406674442;Contagem;MG;GFL;12.42;5
0012406180315;Jequié;BA;JET;16.21;9
0012406061025;Campo Grande;MS;JET;12.97;10
0012406372629;Natal;RN;JET;23.48;9
0012406207562;Ituiutaba;MG;GFL;14.86;5
0012406504637;Resende;RJ;JET;12.69;6
0012406044278;Itabatan;BA;JET;15.41;10
0012406656008;São Leopoldo;RS;JET;13.32;5
0012406642738;Teresópolis;RJ;GFL;11.85;6
0012406672064;Montes Claros;MG;JET;11.36;7
0012406232798;Rio de Janeiro;RJ;JET;10.09;4
0012406525245;Mirassol;SP;JET;10.89;6
0012406738705;São Gonçalo;RJ;GFL;16.16;4
0012406329121;Pato Branco;PR;RSU;10.31;5
0012406953019;Gramado;RS;JET;13;5
0012406946047;Recife;PE;JET;16.31;7
0012406764569;São Paulo;SP;JET;9.92;3
0012406844847;Guarulhos;SP;GFL;11.56;2
0012406875580;Carapicuíba;SP;JET;10.03;4
0012406135309;Brasília;DF;JET;12.69;6
0012406793646;Sapucaia do Sul;RS;JET;16.5;5
0012406867832;Cotia;SP;JET;10.18;4
0012406029911;São Paulo;SP;S2C;10.09;2
0012406399661;Curitiba;PR;JET;9.35;3
0012406689424;Porto Alegre;RS;JET;11.29;3
0012406650185;Camaçari;BA;JET;15.09;8
0012406101354;Bauru;SP;GFL;12.15;2
0012406155292;São Bernardo do Campo;SP;GFL;10.81;2
0012406437510;Marataízes;ES;JET;13.73;9
0012406320380;Rio de Janeiro;RJ;JET;13.17;4
0012406319154;Santana de Parnaíba;SP;GFL;10.57;2
0012406725428;Orobó;PE;JET;21.63;22
0012406761762;Bertioga;SP;JET;11.58;6
0012406189520;Rio de Janeiro;RJ;JET;10.77;5
0012406251218;Nanuque;MG;JET;11.98;8
0012406701941;Serra de São Bento;RN;JET;16.67;14
0012406708725;Nova Iguaçu;RJ;JET;15.55;7
0012406045392;Sete Lagoas;MG;JET;11.36;6
0012406817017;Campo Mourão;PR;RSU;10.63;5
0012406353743;Guarulhos;SP;JET;9.95;3
0012406690662;São Vicente;SP;JET;10.18;5
0012406301083;Belo Horizonte;MG;JET;10.65;5
0012406465441;Porto Alegre;RS;GFL;10.69;16
0012406321079;Massaranduba;SC;RSU;10.63;5
0012406074237;Contagem;MG;GFL;10.56;5
0012406833254;Franco da Rocha;SP;GFL;12.11;2
0012406712688;São Paulo;SP;JET;9.92;3
0012406648992;São Paulo;SP;JET;9.92;3
0012406477534;São José;SC;GFL;10.23;4
0012406891628;Valença;RJ;JET;11.45;7
0012406563555;Rio de Janeiro;RJ;GFL;10.74;3
0012406915483;Campo Grande;MS;JET;12.59;10
0012406241596;Nova Friburgo;RJ;GFL;11.62;5
0012406554414;Santana;AP;JET;25.92;19
0012406636949;Rio de Janeiro;RJ;GFL;10.13;3
0012406240498;Borda da Mata;MG;GFL;11.3;10
0012406937396;Embu das Artes;SP;JET;10.18;4
0012406791532;Vespasiano;MG;GFL;11.3;5
0012406740417;Brasília;DF;JET;12.42;5
0012406845087;Santa Filomena;PI;JET;16.91;22
0012406957658;Elias Fausto;SP;GFL;11.14;2
0012406864057;Rio de Janeiro;RJ;GFL;11.89;3
0012406942469;Garanhuns;PE;JET;17.4;11
0012406063841;Lindóia;SP;GFL;11.14;3
0012406474549;São Gonçalo;RJ;JET;15.11;7
0042406404425;Suzano;SP;JET;10.18;5
0012406605912;São Paulo;SP;JET;9.92;3
0012406611571;Alvorada;RS;JET;11.75;5
0012406530134;Itatiba;SP;JET;11.5;6
0012406012944;Rio de Janeiro;RJ;JET;9.7;4
0012406364314;Praia Grande;SP;JET;10.28;5
0012406152728;Goiânia;GO;JET;11.45;6
0012406645430;Brasília;DF;JET;12.33;5
0012406430638;Gravataí;RS;S2C;15.13;7
0012406356455;Nova Iguaçu;RJ;JET;11.2;6
0012406544988;Barbacena;MG;GFL;11.44;6
0012406321577;Paulista;PE;JET;17.6;9
0012406088138;Boa Vista;RR;JET;23.63;13
0012406756679;Arraial do Cabo;RJ;GFL;12.75;6
0012406786954;Monte Azul Paulista;SP;JET;11.47;6
0012406265079;Campo Grande;MS;JET;15.47;10
0012406095611;Jundiaí;SP;JET;9.95;5
0012406480848;São Paulo;SP;JET;9.92;3
0042406906505;Fortaleza;CE;JET;16.02;9
0012406230097;Paraisópolis;MG;GFL;12.28;10
0012406371590;São Caetano do Sul;SP;GFL;11.3;2
0012406892690;São Paulo;SP;S2C;10.06;2
0012406639380;Diadema;SP;JET;8.95;4
0012406276274;Taboão da Serra;SP;GFL;9.75;2
0012406401860;Igaratá;SP;JET;11.47;7
0012406123236;Nilópolis;RJ;GFL;12.75;4
0012406757663;Porto Alegre;RS;GFL;11.3;16
0012406915025;Miguel Calmon;BA;JET;16.39;10
0012406523475;Cascavel;PR;RSU;10.46;5
0012406858218;Araxá;MG;GFL;11.11;6
0012406239411;Brasília;DF;JET;12.42;5
0012406831655;Brasília;DF;JET;12.14;5
0012406073795;Rio de Janeiro;RJ;JET;10.48;4
0012406598141;Goiânia;GO;JET;12.36;6
0012406313785;Alta Floresta;MT;JET;16.48;12
0012406652024;Rio de Janeiro;RJ;JET;13.17;4
0012406466797;Francisco Morato;SP;JET;11.33;5
0012406747243;Arapiraca;AL;JET;16.97;11
0012406425752;Aparecida de Goiânia;GO;JET;14.04;7
0012406526833;Alumínio;SP;GFL;12.99;7
0012406727759;Recife;PE;JET;15.27;8
0012406561214;Pinhalão;PR;RSU;10.23;5
0012406859496;Águas de Santa Bárbara;SP;JET;10.77;7
0012406117504;Macaé;RJ;JET;11.08;6
0012406471587;Foz do Iguaçu;PR;JET;10.01;7
0012406926040;Canoas;RS;S2C;12.89;7
0012406024367;Barueri;SP;JET;10.18;4
0012406430700;Rio de Janeiro;RJ;GFL;11.01;3
0012406496249;Rio de Janeiro;RJ;JET;10.77;4
0012406925582;São Bento do Una;PE;JET;18.31;22
0012406527875;Apiúna;SC;RSU;10.98;5
0012406790702;Santos;SP;JET;10.07;4
0012406706505;Angra dos Reis;RJ;JET;11.08;6
0012406696622;Serra;ES;JET;9.59;7
0012406020046;Belo Horizonte;MG;JET;10.81;5
0012406143798;Gravataí;RS;JET;10.54;4
0012406024744;Fortaleza;CE;JET;16.02;9
0012406740806;São Vicente;SP;JET;10.18;5
0012406786006;São José dos Campos;SP;JET;11.25;4
0012406234991;Rondonópolis;MT;JET;16.57;10
0012406646352;São Paulo;SP;S2C;10.06;2
0012406082881;Bananeiras;PB;JET;18.23;15
0012406254146;Londrina;PR;JET;8.68;5
0012406896066;São Paulo;SP;JET;10.03;3
0012406868144;Vitória;ES;JET;8.81;6
0012406821898;Campo Grande;MS;JET;12.59;10
0012406504568;Vitória;ES;JET;10.08;6
0012406323788;Maracaí;SP;GFL;10.4;2
0012406111424;Duque de Caxias;RJ;JET;10.86;6
0012406683258;Mendes Pimentel;MG;JET;12.01;8
0012406002952;Maceió;AL;JET;16.02;8
0012406084905;Atibaia;SP;JET;9.69;6
0012406971829;Ribeirão Preto;SP;JET;9.21;4
0012406301352;Joinville;SC;JET;8.57;2
0012406428248;Rio de Janeiro;RJ;JET;9.7;5
0012406687552;Bauru;SP;JET;9.43;5
0012406847576;Cabo Frio;RJ;JET;11.53;6
0012406317364;Francisco Beltrão;PR;RSU;10.05;5
0012406676761;Taquaritinga;SP;JET;10.11;6
0012406809927;Niterói;RJ;JET;12.36;5
0012406135880;Varginha;MG;GFL;10.41;7
0012406698858;Recife;PE;JET;14.34;7
